days_asymp_lax,days_asymp_strict,total_infected,total_not_detected,students_affected,students_disrupted,panel,panelname,asymp_ratio,beta_aerosol_factor,mu_pip,world,protocol,simulation_number,betaenv,betaindex,index_asymp
63.2,63.2,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
57.6,57.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
61.6,61.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32,32,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
24,22,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
34.4,34.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,41.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48.8,48.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,33.2,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68,68,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
82.4,77.2,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,41.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
28,28,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36,36,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
30.4,30.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52,52,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
53.6,53.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
88.8,88.8,8,7,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44.8,44.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
42.4,42.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
51.2,51.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40.8,40.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,43.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
61.6,61.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,50,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
62.4,62.4,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,42.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
63.2,63.2,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
55.2,55.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,8,4,90,90,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,43.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
31.2,31.2,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
35.2,35.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44.8,44.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60.8,60.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
64.8,64.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
92,70.8,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36,36,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56,48.4,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
35.2,35.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52,52,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68.8,68.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,50.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,44.8,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32,32,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52.8,52.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,43.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
62.4,62.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68.8,68.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60.8,60.8,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32.8,32.4,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,41.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52,48.4,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,50.8,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
31.2,31.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
49.6,49.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
19.2,19.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
82.4,55.6,8,6,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
66.4,64.4,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32.8,32.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
67.2,60.4,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,5,4,0,1,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
49.6,49.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44.8,44.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68.8,54.4,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52,52,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
100,87.6,9,8,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52.8,52.8,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
51.2,48.4,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
63.2,63.2,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60,60,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,36.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
64.8,64.8,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
72,72,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
57.6,57.6,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
63.2,63.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
61.6,61.6,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,36,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
55.2,55.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,38,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
49.6,49.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
42.4,42.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
28,28,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
62.4,62.4,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
80.8,73.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
73.6,71.6,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
31.2,31.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32.8,32.8,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
69.6,69.6,8,7,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,38,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,41.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
35.2,35.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48.8,48.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,48.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
59.2,57.2,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
62.4,61.2,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
66.4,66.4,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,50,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
35.2,35.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,35.6,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56,56,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52.8,50,9,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48.8,42.8,8,5,90,90,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
76.8,76.8,7,7,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,50.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,38,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
20.8,20.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
24,24,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36,36,7,4,90,90,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,44,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
31.2,31.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
34.4,34.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,39.6,6,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
30.4,30.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,43.2,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40.8,40.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68,68,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
66.4,66.4,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40.8,39.6,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60.8,60.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
61.6,61.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
59.2,58,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,54.4,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
46.4,46.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
55.2,55.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
62.4,59.6,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40.8,40.8,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
24.8,24.8,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
42.4,42.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
43.2,43.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
50.4,50.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,45.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,46,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
71.2,71.2,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
90.4,90.4,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
35.2,35.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
53.6,53.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40.8,40.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
61.6,61.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
51.2,51.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
42.4,42.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
88,88,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
55.2,55.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56,56,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
64.8,47.2,7,6,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
24,24,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,51.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,54.4,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
69.6,69.2,9,6,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,54.4,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,41.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,56.8,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
54.4,54,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
39.2,39.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36,36,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,7,7,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36.8,36.8,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48.8,47.6,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
44,34,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
56.8,41.2,6,4,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
40,40,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
45.6,45.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
47.2,47.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
32.8,32.8,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68.8,68.8,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
88.8,88.8,8,8,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60.8,60.8,6,6,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
68,68,5,5,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
65.6,62.8,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
36,36,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
38.4,38.4,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
48,48,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
58.4,58.4,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
41.6,41.6,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
29.6,29.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
52.8,34,6,5,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
37.6,37.6,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
60,58,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
26.4,26.4,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
33.6,33.6,5,4,30,30,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
31.2,31.2,4,4,0,0,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
70.4,70,7,5,60,60,1,"env beta low, index same",0.8,0.25,2,d,IV,4000,0.003,1,1
